Result of replaying M1.tpn on Process 12 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Queued States","Num. States","Calculation Time (ms)","Move-Log Fitness","Trace Fitness","Trace Length","Move-Model Fitness",Match
116,"instance_468",1,Yes,"7,00","1.108,00","877,00","15,00","0,81","0,71","16,00","0,76",[L/M]A|[L/M]C|[L]AG+complete|[L/M]AA|[L]AB+complete|[L/M]AC|[L/M]AD|[M-REAL]AF|[L/M]AI|[L/M]AJ|[L/M]AH|[L]AF+complete|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
117,"instance_142",1,Yes,"10,00","1.846,00","1.640,00","20,00","0,67","0,57","15,00","0,67",[L/M]A|[L]P+complete|[L/M]C|[M-REAL]P|[L]S+complete|[L]T+complete|[L/M]R|[L]X+complete|[L]Q+complete|[L/M]V|[L/M]Y|[L/M]U|[L/M]Z|[L/M]W|[M-REAL]X|[M-REAL]T|[M-REAL]S|[M-REAL]Q|[L/M]D|[L/M]B
118,"instance_136",1,Yes,"7,00","1.001,00","756,00","0,00","0,81","0,71","16,00","0,76",[L/M]A|[L]AA+complete|[L/M]C|[M-REAL]AA|[L/M]AC|[L]AC+complete|[L/M]AF|[L/M]AD|[L/M]AI|[L/M]AH|[L/M]AJ|[L/M]AE|[L/M]AG|[M-REAL]AC|[L]D+complete|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
119,"instance_126",1,Yes,"7,00","1.143,00","962,00","16,00","0,81","0,71","16,00","0,76",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L]AB+complete|[L]B+complete|[L/M]AH|[L/M]AD|[L/M]AE|[L/M]AI|[L]AG+complete|[L/M]AC|[L/M]AJ|[L/M]AD|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[M-REAL]B
120,"instance_481",1,Yes,"10,00","1.551,00","1.407,00","0,00","0,62","0,58","16,00","0,71",[L/M]A|[L/M]C|[L/M]AA|[L]AE+complete|[L/M]AC|[L]AG+complete|[L]AH+complete|[L/M]AD|[L/M]AF|[L]B+complete|[L/M]AI|[L/M]AJ|[M-REAL]AH|[M-REAL]t29t27|[M-REAL]AG|[L/M]AB|[L]AD+complete|[L/M]D|[M-REAL]B|[L]AC+complete
121,"instance_91",1,Yes,"13,00","1.757,00","1.641,00","21,00","0,54","0,38","13,00","0,50",[L/M]A|[L]D+complete|[L]AG+complete|[L]AC+complete|[L]AA+complete|[L]AH+complete|[L/M]C|[M-REAL]AA|[L/M]AF|[M-REAL]AC|[L/M]AD|[L/M]AJ|[L]B+complete|[L/M]AI|[M-REAL]t29t27|[M-REAL]AH|[M-REAL]AG|[L/M]AB|[M-REAL]D|[M-REAL]B
122,"instance_311",1,Yes,"10,00","1.949,00","1.854,00","0,00","0,67","0,57","15,00","0,67",[L/M]A|[L/M]C|[L]T+complete|[L/M]P|[L/M]W|[L/M]Y|[L]Q+complete|[L]B+complete|[L/M]R|[L]D+complete|[L/M]U|[L]S+complete|[L/M]Z|[L/M]V|[L/M]X|[M-REAL]T|[M-REAL]S|[M-REAL]Q|[M-REAL]D|[M-REAL]B
123,"instance_177",1,Yes,"8,00","1.557,00","1.295,00","0,00","0,73","0,65","15,00","0,73",[L/M]A|[L/M]C|[M-REAL]P|[L]U+complete|[L/M]R|[L/M]W|[L/M]X|[L/M]T|[L]B+complete|[L]Z+complete|[L/M]V|[M-REAL]U|[L/M]S|[L/M]Y|[M-REAL]Z|[L/M]Q|[L/M]D|[M-REAL]B|[L]P+complete
124,"instance_277",1,Yes,"8,00","1.401,00","1.127,00","0,00","0,73","0,65","15,00","0,73",[L/M]A|[M-REAL]C|[L/M]P|[L]D+complete|[L/M]Y|[L]V+complete|[L/M]R|[M-REAL]W|[L/M]X|[L/M]U|[L/M]T|[L/M]Z|[M-REAL]V|[L/M]S|[L/M]Q|[M-REAL]D|[L]C+complete|[L]W+complete|[L/M]B
125,"instance_92",1,Yes,"8,00","1.233,00","890,00","16,00","0,73","0,65","15,00","0,73",[M-REAL]A|[L]V+complete|[L/M]C|[L]W+complete|[L/M]P|[L/M]Y|[M-REAL]W|[L/M]X|[L/M]R|[L]A+complete|[L/M]U|[L/M]Z|[L/M]T|[M-REAL]V|[L]Q+complete|[L/M]S|[M-REAL]Q|[L/M]D|[L/M]B
126,"instance_163",1,Yes,"5,00","608,00","391,00","18,00","0,88","0,79","16,00","0,82",[L/M]A|[L]AB+complete|[L]AI+complete|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AE|[M-REAL]AI|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
127,"instance_271",1,Yes,"8,00","1.277,00","1.082,00","16,00","0,69","0,67","16,00","0,79",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L]AE+complete|[L/M]AH|[L]AG+complete|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AI|[M-REAL]AG|[M-REAL]t29t27|[L]AD+complete|[L]B+complete|[L]AC+complete|[L/M]AB|[L/M]D|[M-REAL]B
128,"instance_496",1,Yes,"8,00","1.480,00","1.146,00","0,00","0,73","0,65","15,00","0,73",[L]X+complete|[L/M]A|[L/M]C|[M-REAL]P|[L/M]R|[L]Z+complete|[L/M]W|[L/M]Y|[L]S+complete|[L]P+complete|[L/M]V|[L/M]U|[L/M]T|[M-REAL]Z|[M-REAL]X|[M-REAL]S|[L/M]Q|[L/M]D|[L/M]B
129,"instance_34",1,Yes,"5,00","799,00","627,00","0,00","0,88","0,79","16,00","0,82",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L/M]AH|[L/M]AD|[L/M]AI|[L/M]AE|[L]AB+complete|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L]B+complete|[L/M]D|[M-REAL]B
130,"instance_141",1,Yes,"8,00","1.706,00","1.460,00","31,00","0,73","0,65","15,00","0,73",[L/M]A|[L/M]C|[L/M]P|[L]B+complete|[L]D+complete|[L/M]Y|[L]S+complete|[L/M]R|[L/M]V|[L]X+complete|[L/M]Z|[L/M]U|[L/M]W|[L/M]T|[M-REAL]S|[M-REAL]X|[L/M]Q|[M-REAL]D|[M-REAL]B
131,"instance_33",1,Yes,"8,00","1.420,00","1.084,00","3,00","0,73","0,65","15,00","0,73",[L/M]A|[M-REAL]C|[L]Y+complete|[L/M]P|[L]D+complete|[L/M]R|[L]C+complete|[L/M]W|[L/M]U|[L/M]X|[L/M]V|[L/M]T|[M-REAL]Y|[L/M]Z|[L/M]S|[L]B+complete|[L/M]Q|[M-REAL]D|[M-REAL]B
132,"instance_144",1,Yes,"8,00","1.381,00","1.053,00","0,00","0,73","0,65","15,00","0,73",[L/M]A|[M-REAL]C|[L]X+complete|[L/M]P|[L/M]Y|[L/M]W|[M-REAL]R|[L]C+complete|[L/M]U|[L/M]V|[L]B+complete|[L/M]T|[L]R+complete|[L/M]S|[L/M]Z|[M-REAL]X|[L/M]Q|[L/M]D|[M-REAL]B
133,"instance_28",1,Yes,"5,00","792,00","614,00","0,00","0,88","0,79","16,00","0,82",[L/M]A|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AE|[L]AG+complete|[L/M]AH|[L/M]AC|[L/M]AI|[L]AB+complete|[L/M]AD|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
134,"instance_303",1,Yes,"5,00","722,00","512,00","0,00","0,88","0,79","16,00","0,82",[L/M]A|[L/M]C|[L/M]AA|[L]AD+complete|[L/M]AF|[L/M]AH|[L/M]AJ|[L/M]AC|[M-REAL]AD|[L/M]AE|[L/M]AI|[L/M]AG|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L]B+complete|[L/M]D|[M-REAL]B
135,"instance_276",1,Yes,"11,00","1.443,00","1.304,00","16,00","0,62","0,48","13,00","0,57",[L/M]A|[M-REAL]C|[L]AJ+complete|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AD|[L/M]AH|[L/M]AI|[M-REAL]AJ|[L]C+complete|[L]B+complete|[L]D+complete|[L]AB+complete|[L/M]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[M-REAL]B
136,"instance_151",1,Yes,"8,00","1.687,00","1.465,00","0,00","0,73","0,65","15,00","0,73",[L/M]A|[L/M]C|[L/M]P|[L]U+complete|[L/M]W|[L/M]X|[L]Z+complete|[L/M]R|[L]B+complete|[L/M]Y|[L/M]T|[M-REAL]U|[M-REAL]V|[L/M]S|[M-REAL]Z|[L/M]Q|[L/M]D|[M-REAL]B|[L]V+complete
137,"instance_55",1,Yes,"8,00","1.131,00","744,00","16,00","0,73","0,65","15,00","0,73",[M-REAL]A|[L]B+complete|[L/M]C|[M-REAL]P|[L]Q+complete|[L/M]W|[L/M]Y|[L]P+complete|[L/M]X|[L/M]R|[L/M]Z|[L/M]T|[L/M]V|[L/M]U|[L/M]S|[M-REAL]Q|[L/M]D|[M-REAL]B|[L]A+complete
138,"instance_155",1,Yes,"11,00","1.349,00","1.230,00","15,00","0,62","0,48","13,00","0,57",[M-REAL]A|[L]D+complete|[L/M]C|[L/M]AA|[L/M]AF|[L]B+complete|[L/M]AC|[L/M]AH|[L]AB+complete|[L/M]AI|[L]AG+complete|[L/M]AJ|[L]A+complete|[L/M]AD|[M-REAL]t29t27|[M-REAL]AG|[M-REAL]AB|[M-REAL]D|[M-REAL]B
139,"instance_446",1,Yes,"8,00","1.431,00","1.150,00","0,00","0,73","0,65","15,00","0,73",[M-REAL]A|[L]B+complete|[L/M]C|[L/M]P|[L/M]Y|[L/M]Z|[L/M]W|[L]Q+complete|[L/M]R|[L/M]U|[L/M]V|[M-REAL]T|[L/M]S|[L/M]X|[M-REAL]Q|[L/M]D|[M-REAL]B|[L]T+complete|[L]A+complete
140,"instance_216",1,Yes,"8,00","1.719,00","1.510,00","0,00","0,73","0,65","15,00","0,73",[L/M]A|[L/M]C|[L/M]P|[L]X+complete|[L/M]R|[L]Q+complete|[L/M]W|[L]D+complete|[L/M]U|[L/M]V|[L/M]T|[L]Z+complete|[L/M]Y|[L/M]S|[M-REAL]X|[M-REAL]Z|[M-REAL]Q|[M-REAL]D|[L/M]B
141,"instance_103",1,Yes,"11,00","1.230,00","1.028,00","0,00","0,62","0,48","13,00","0,57",[M-REAL]A|[L]AJ+complete|[L]AB+complete|[L]AC+complete|[L]AF+complete|[L/M]C|[L/M]AA|[M-REAL]AF|[L/M]AH|[M-REAL]AC|[L/M]AD|[L]A+complete|[L/M]AI|[M-REAL]AJ|[L/M]AG|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
142,"instance_108",1,Yes,"8,00","1.281,00","934,00","0,00","0,73","0,65","15,00","0,73",[M-REAL]A|[L]W+complete|[L/M]C|[L/M]P|[L/M]Y|[L]A+complete|[L/M]Z|[M-REAL]W|[L/M]X|[L/M]R|[L]D+complete|[L/M]V|[L/M]T|[M-REAL]U|[L/M]S|[L/M]Q|[M-REAL]D|[L]U+complete|[L/M]B
143,"instance_200",1,Yes,"5,00","417,00","271,00","0,00","0,88","0,79","16,00","0,82",[M-REAL]A|[L]AE+complete|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AJ|[L/M]AD|[L/M]AI|[L/M]AH|[L/M]AG|[M-REAL]AE|[L]A+complete|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
144,"instance_323",1,Yes,"8,00","1.075,00","758,00","0,00","0,73","0,65","15,00","0,73",[M-REAL]A|[M-REAL]C|[L]Z+complete|[L]B+complete|[L/M]P|[L/M]R|[L/M]W|[L/M]Y|[L/M]X|[L/M]V|[L/M]U|[L]A+complete|[L/M]T|[L/M]S|[M-REAL]Z|[L/M]Q|[L/M]D|[M-REAL]B|[L]C+complete
145,"instance_321",1,Yes,"8,00","1.235,00","893,00","0,00","0,73","0,65","15,00","0,73",[M-REAL]A|[L]S+complete|[L]V+complete|[L/M]C|[L/M]P|[L/M]W|[L/M]Y|[L]D+complete|[L/M]R|[L/M]U|[L/M]Z|[L/M]X|[L]A+complete|[L/M]T|[M-REAL]V|[M-REAL]S|[L/M]Q|[M-REAL]D|[L/M]B
146,"instance_477",1,Yes,"11,00","1.313,00","1.155,00","0,00","0,62","0,48","13,00","0,57",[M-REAL]A|[L]AD+complete|[L/M]C|[M-REAL]AA|[L]AH+complete|[L/M]AC|[L/M]AF|[L]D+complete|[L]AA+complete|[L]A+complete|[L/M]AI|[L/M]AJ|[M-REAL]AH|[L/M]AG|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[M-REAL]D|[L/M]B
147,"instance_437",1,Yes,"11,00","1.351,00","1.234,00","6,00","0,62","0,48","13,00","0,57",[M-REAL]A|[L]AI+complete|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L/M]AD|[L]D+complete|[L/M]AH|[L]AB+complete|[L]A+complete|[L]AG+complete|[L/M]AJ|[M-REAL]AI|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
148,"instance_354",1,Yes,"8,00","1.206,00","851,00","16,00","0,73","0,65","15,00","0,73",[L/M]A|[L]W+complete|[L]P+complete|[L]V+complete|[L/M]C|[M-REAL]P|[L/M]R|[M-REAL]W|[L]Q+complete|[L/M]X|[L/M]U|[L/M]T|[M-REAL]V|[L/M]S|[L/M]Y|[L/M]Z|[M-REAL]Q|[L/M]D|[L/M]B
149,"instance_254",1,Yes,"8,00","1.422,00","1.136,00","15,00","0,73","0,65","15,00","0,73",[M-REAL]A|[L]D+complete|[L/M]C|[L/M]P|[L/M]R|[L]Q+complete|[L/M]W|[L/M]X|[L/M]U|[L/M]V|[L]Z+complete|[L/M]T|[L/M]Y|[L/M]S|[M-REAL]Z|[M-REAL]Q|[M-REAL]D|[L/M]B|[L]A+complete
150,"instance_21",1,Yes,"8,00","1.730,00","1.509,00","15,00","0,73","0,65","15,00","0,73",[L/M]A|[L/M]C|[L/M]P|[L]D+complete|[L]U+complete|[L/M]W|[L/M]R|[L/M]X|[L/M]Y|[L]Q+complete|[L/M]T|[L]S+complete|[L/M]V|[L/M]Z|[M-REAL]U|[M-REAL]S|[M-REAL]Q|[M-REAL]D|[L/M]B
151,"instance_22",1,Yes,"5,00","554,00","373,00","2,00","0,88","0,79","16,00","0,82",[L/M]A|[M-REAL]C|[L/M]AA|[L/M]AC|[L/M]AF|[L]AB+complete|[L/M]AD|[L/M]AJ|[L/M]AH|[L/M]AE|[L/M]AI|[L/M]AG|[L]C+complete|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
152,"instance_305",1,Yes,"8,00","1.654,00","1.430,00","22,00","0,73","0,65","15,00","0,73",[L/M]A|[L/M]C|[M-REAL]P|[L]Z+complete|[L/M]Y|[L/M]W|[L/M]R|[L/M]U|[L/M]X|[L/M]V|[L]P+complete|[L/M]T|[L/M]S|[M-REAL]Z|[L]B+complete|[L]D+complete|[L/M]Q|[M-REAL]D|[M-REAL]B
153,"instance_388",1,Yes,"8,00","1.264,00","989,00","16,00","0,73","0,65","15,00","0,73",[L/M]A|[M-REAL]C|[M-REAL]P|[L]B+complete|[L/M]W|[L/M]R|[L/M]X|[L/M]U|[L/M]V|[L/M]T|[M-REAL]Y|[L/M]Z|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B|[L]C+complete|[L]P+complete|[L]Y+complete
154,"instance_0",1,Yes,"8,00","1.540,00","1.236,00","0,00","0,73","0,65","15,00","0,73",[L/M]A|[L]D+complete|[L/M]C|[M-REAL]P|[L]T+complete|[L/M]Y|[L/M]W|[L/M]Z|[L/M]R|[L/M]X|[L]S+complete|[L/M]U|[L/M]V|[M-REAL]T|[M-REAL]S|[L]P+complete|[L/M]Q|[M-REAL]D|[L/M]B
155,"instance_304",1,Yes,"5,00","484,00","315,00","0,00","0,88","0,79","16,00","0,82",[L]AG+complete|[L/M]A|[M-REAL]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L/M]AJ|[L/M]AD|[L/M]AI|[L]C+complete|[L/M]AE|[L/M]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AG|[L/M]AB|[L/M]D|[L/M]B
156,"instance_467",1,Yes,"5,00","707,00","494,00","16,00","0,88","0,79","16,00","0,82",[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L]AG+complete|[L/M]AF|[L]AC+complete|[L/M]AH|[L/M]AI|[L/M]AJ|[L/M]AD|[L/M]AE|[M-REAL]AC|[L/M]AD|[M-REAL]t29t27|[M-REAL]AG|[L/M]AB|[L/M]D|[L/M]B
157,"instance_232",1,Yes,"5,00","555,00","368,00","0,00","0,88","0,79","16,00","0,82",[L]AJ+complete|[L/M]A|[L/M]C|[L/M]AA|[L/M]AC|[L/M]AF|[L]AC+complete|[L/M]AH|[L/M]AD|[L/M]AE|[L/M]AI|[M-REAL]AJ|[L/M]AG|[M-REAL]AC|[L/M]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
158,"instance_191",1,Yes,"11,00","1.360,00","1.228,00","0,00","0,62","0,48","13,00","0,57",[L/M]A|[M-REAL]C|[L]AI+complete|[L]D+complete|[L]AC+complete|[L/M]AA|[L/M]AF|[M-REAL]AC|[L/M]AD|[L/M]AH|[L]AB+complete|[L/M]AJ|[M-REAL]AI|[L/M]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L]C+complete|[L/M]B
159,"instance_11",1,Yes,"8,00","1.090,00","705,00","0,00","0,73","0,65","15,00","0,73",[L]X+complete|[L]P+complete|[L/M]A|[M-REAL]C|[M-REAL]P|[L/M]R|[L/M]W|[L/M]T|[L]S+complete|[L/M]Y|[L]C+complete|[L/M]V|[L/M]U|[L/M]Z|[M-REAL]X|[M-REAL]S|[L/M]Q|[L/M]D|[L/M]B
160,"instance_84",1,Yes,"5,00","639,00","439,00","0,00","0,88","0,79","16,00","0,82",[L/M]A|[L]AE+complete|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AD|[L/M]AJ|[L/M]AH|[L]AG+complete|[L/M]AI|[M-REAL]AE|[L/M]AC|[L/M]AD|[M-REAL]AG|[M-REAL]t29t27|[L/M]AB|[L/M]D|[L/M]B
161,"instance_411",1,Yes,"8,00","1.448,00","1.150,00","16,00","0,73","0,65","15,00","0,73",[L/M]A|[M-REAL]C|[L]Q+complete|[L/M]P|[L]Z+complete|[L/M]Y|[L/M]W|[L/M]R|[L]S+complete|[L/M]T|[L/M]V|[L/M]U|[L/M]X|[M-REAL]Z|[M-REAL]S|[M-REAL]Q|[L]C+complete|[L/M]D|[L/M]B
162,"instance_495",1,Yes,"8,00","1.592,00","1.274,00","0,00","0,73","0,65","15,00","0,73",[L/M]A|[L/M]C|[L]V+complete|[L]X+complete|[L]Q+complete|[L]Y+complete|[L/M]P|[L/M]R|[L/M]T|[L/M]W|[M-REAL]Y|[L/M]Z|[L/M]U|[M-REAL]V|[L/M]S|[M-REAL]X|[M-REAL]Q|[L/M]D|[L/M]B
163,"instance_395",1,Yes,"8,00","1.385,00","1.089,00","0,00","0,73","0,65","15,00","0,73",[M-REAL]A|[L]Q+complete|[L/M]C|[L/M]P|[L]V+complete|[L/M]R|[L/M]W|[L/M]Y|[L/M]X|[L/M]U|[L/M]Z|[L]S+complete|[L/M]T|[M-REAL]V|[M-REAL]S|[M-REAL]Q|[L]A+complete|[L/M]D|[L/M]B
164,"instance_172",1,Yes,"9,00","1.329,00","1.183,00","20,00","0,69","0,57","13,00","0,64",[L/M]A|[L/M]C|[L/M]AA|[M-REAL]AC|[L]AI+complete|[L/M]AD|[L]AB+complete|[L/M]AF|[L/M]AJ|[L/M]AH|[M-REAL]AI|[M-REAL]AG|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B|[L]AG+complete|[L]AC+complete
165,"instance_184",1,Yes,"6,00","1.313,00","999,00","7,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L]X+complete|[L/M]P|[L/M]Y|[L/M]W|[L/M]R|[L/M]Z|[L/M]V|[L]S+complete|[L/M]T|[L/M]U|[M-REAL]S|[M-REAL]X|[L]D+complete|[L/M]Q|[M-REAL]D|[L/M]B
166,"instance_65",1,Yes,"6,00","1.158,00","815,00","6,00","0,80","0,74","15,00","0,80",[L/M]A|[L]U+complete|[L/M]C|[L/M]P|[L]S+complete|[L/M]Y|[L/M]W|[L/M]R|[L/M]X|[L/M]T|[L/M]V|[L/M]Z|[M-REAL]U|[M-REAL]S|[L/M]Q|[L]B+complete|[L/M]D|[M-REAL]B
167,"instance_185",1,Yes,"6,00","1.340,00","1.052,00","7,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[L/M]P|[L/M]R|[L]Z+complete|[L/M]Y|[L]Q+complete|[L/M]W|[L/M]U|[L/M]V|[L/M]T|[L/M]S|[L]D+complete|[L/M]X|[M-REAL]Z|[M-REAL]Q|[M-REAL]D|[L/M]B
168,"instance_178",1,Yes,"6,00","746,00","462,00","0,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L]B+complete|[L/M]C|[L/M]P|[L/M]W|[L/M]Y|[L/M]X|[L/M]Z|[M-REAL]R|[L/M]U|[L/M]V|[L/M]T|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B|[L]A+complete|[L]R+complete
169,"instance_287",1,Yes,"9,00","1.201,00","993,00","0,00","0,69","0,57","13,00","0,64",[L/M]A|[M-REAL]C|[L]AJ+complete|[L/M]AA|[L/M]AF|[L]AD+complete|[L]C+complete|[L]AB+complete|[L/M]AH|[L/M]AI|[L/M]AC|[M-REAL]AJ|[L/M]AG|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
170,"instance_83",1,Yes,"6,00","774,00","535,00","16,00","0,75","0,75","16,00","0,86",[L/M]A|[L/M]C|[M-REAL]AA|[L]AD+complete|[L/M]AF|[L/M]AJ|[L/M]AC|[L]AE+complete|[L/M]AI|[L/M]AH|[L/M]AD|[L/M]AG|[M-REAL]t29t27|[L]AC+complete|[L]AA+complete|[L/M]AB|[L/M]D|[L/M]B
171,"instance_152",1,Yes,"9,00","1.067,00","901,00","0,00","0,69","0,57","13,00","0,64",[M-REAL]A|[L]AB+complete|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AH|[L]D+complete|[L/M]AJ|[L]B+complete|[L/M]AI|[L/M]AG|[L]A+complete|[L/M]AD|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[M-REAL]B
172,"instance_196",1,Yes,"6,00","957,00","650,00","5,00","0,80","0,74","15,00","0,80",[L/M]A|[M-REAL]C|[L]T+complete|[L/M]P|[L/M]R|[L/M]W|[L/M]X|[L/M]Y|[L/M]Z|[L/M]V|[L/M]U|[M-REAL]T|[L]C+complete|[L]B+complete|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B
173,"instance_89",1,Yes,"9,00","1.300,00","1.129,00","15,00","0,69","0,57","13,00","0,64",[L/M]A|[L/M]C|[M-REAL]AA|[L]AJ+complete|[L/M]AF|[L/M]AH|[L]AD+complete|[L]AB+complete|[L]AA+complete|[L/M]AI|[L/M]AC|[M-REAL]AJ|[L/M]AG|[M-REAL]AD|[M-REAL]t29t27|[M-REAL]AB|[L/M]D|[L/M]B
174,"instance_498",1,Yes,"6,00","640,00","336,00","16,00","0,80","0,74","15,00","0,80",[L]P+complete|[L/M]A|[M-REAL]C|[M-REAL]P|[L/M]W|[L/M]R|[L]C+complete|[L/M]Y|[L/M]X|[L/M]V|[L/M]Z|[L/M]U|[L]B+complete|[L/M]T|[L/M]S|[L/M]Q|[L/M]D|[M-REAL]B
175,"instance_138",1,Yes,"9,00","1.211,00","990,00","15,00","0,69","0,57","13,00","0,64",[L]AI+complete|[L]B+complete|[L/M]A|[L/M]C|[L/M]AA|[L]AG+complete|[L/M]AF|[L]AD+complete|[L/M]AH|[L/M]AC|[L/M]AJ|[M-REAL]AI|[M-REAL]AG|[M-REAL]AD|[M-REAL]t29t27|[L/M]AB|[L/M]D|[M-REAL]B
176,"instance_9",1,Yes,"9,00","1.320,00","1.156,00","16,00","0,69","0,57","13,00","0,64",[L/M]A|[L/M]C|[M-REAL]AA|[L]AG+complete|[L/M]AF|[M-REAL]AC|[L]D+complete|[L/M]AD|[L/M]AI|[L/M]AJ|[L/M]AH|[M-REAL]AG|[M-REAL]t29t27|[L]AA+complete|[L/M]AB|[M-REAL]D|[L]AC+complete|[L/M]B
177,"instance_135",1,Yes,"6,00","1.085,00","768,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[M-REAL]C|[L/M]P|[L/M]Y|[L]S+complete|[L/M]W|[L/M]R|[L/M]X|[L/M]U|[L/M]T|[L/M]V|[L]C+complete|[L/M]Z|[M-REAL]S|[L/M]Q|[L]B+complete|[L/M]D|[M-REAL]B
178,"instance_240",1,Yes,"6,00","963,00","621,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L/M]C|[M-REAL]P|[L/M]W|[L]Z+complete|[L]V+complete|[L/M]Y|[L/M]R|[L/M]X|[L]P+complete|[L/M]T|[L/M]U|[M-REAL]V|[L/M]S|[M-REAL]Z|[L/M]Q|[L/M]D|[L/M]B
179,"instance_262",1,Yes,"6,00","996,00","663,00","0,00","0,80","0,74","15,00","0,80",[M-REAL]A|[L/M]C|[L/M]P|[L]X+complete|[L/M]W|[L/M]Y|[L/M]R|[L]A+complete|[L/M]U|[L/M]V|[L/M]Z|[L/M]T|[L/M]S|[M-REAL]X|[L/M]Q|[L]B+complete|[L/M]D|[M-REAL]B
180,"instance_245",1,Yes,"6,00","1.006,00","697,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[M-REAL]C|[L]S+complete|[L/M]P|[L/M]Y|[L/M]W|[L/M]R|[L/M]Z|[L/M]X|[L/M]V|[L/M]U|[L/M]T|[M-REAL]S|[L]D+complete|[L]C+complete|[L/M]Q|[M-REAL]D|[L/M]B
181,"instance_483",1,Yes,"9,00","1.081,00","915,00","0,00","0,69","0,57","13,00","0,64",[M-REAL]A|[L]AJ+complete|[L/M]C|[L/M]AA|[L/M]AF|[L/M]AC|[L/M]AI|[L/M]AD|[L]AB+complete|[L/M]AH|[M-REAL]AJ|[L]D+complete|[L]A+complete|[L/M]AG|[M-REAL]t29t27|[M-REAL]AB|[M-REAL]D|[L/M]B
182,"instance_193",1,Yes,"6,00","858,00","530,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[M-REAL]C|[L]S+complete|[L/M]P|[L/M]W|[L]Q+complete|[L/M]R|[L/M]X|[L/M]U|[L/M]V|[L/M]T|[L/M]Y|[L/M]Z|[M-REAL]S|[M-REAL]Q|[L]C+complete|[L/M]D|[L/M]B
183,"instance_313",1,Yes,"6,00","1.056,00","698,00","0,00","0,80","0,74","15,00","0,80",[L/M]A|[L]Z+complete|[L/M]C|[L]B+complete|[L/M]P|[L]Q+complete|[L/M]R|[L/M]W|[L/M]Y|[L/M]V|[L/M]X|[L/M]U|[L/M]T|[L/M]S|[M-REAL]Z|[M-REAL]Q|[L/M]D|[M-REAL]B
