Result of replaying M2.tpn on Process 13 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Raw Fitness Cost","Queued States","Num. States","Calculation Time (ms)","Move-Log Fitness","Trace Fitness","Trace Length","Move-Model Fitness",Match
88,"instance_65",1,Yes,"17,00","3.563,00","3.407,00","32,00","0,53","0,47","17,00","0,50",[L/M]A|[L]AE+complete|[L]AA+complete|[L]T+complete|[L/M]C|[M-REAL]T|[L]W+complete|[L]AB+complete|[L/M]AD|[M-REAL]V|[L/M]Y|[L]B+complete|[L/M]AE|[L]D+complete|[L/M]AF|[L/M]Z|[L/M]AD|[M-REAL]AE|[M-REAL]AB|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[M-REAL]AA|[L/M]U|[M-REAL]D|[M-REAL]B|[L]V+complete
89,"instance_175",1,Yes,"20,00","3.773,00","3.559,00","32,00","0,35","0,38","17,00","0,40",[M-REAL]A|[M-REAL]C|[L]AE+complete|[L]V+complete|[L]W+complete|[L/M]T|[L]AA+complete|[L]U+complete|[L/M]AD|[M-REAL]V|[L/M]Y|[L]AC+complete|[L]B+complete|[L]A+complete|[L/M]Z|[L]AF+complete|[L/M]AE|[M-REAL]W|[M-REAL]AB|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]AD+complete|[L]C+complete|[L/M]D|[M-REAL]B
90,"instance_79",1,Yes,"10,00","3.722,00","3.188,00","32,00","0,73","0,73","22,00","0,80",[L]R+complete|[L/M]A|[L]S+complete|[L/M]C|[L/M]E|[L/M]L|[L/M]Q|[L/M]G|[L]S+complete|[L/M]K|[L/M]P|[L/M]M|[L]D+complete|[L/M]R|[L/M]I|[M-REAL]S|[L/M]Q|[L/M]R|[M-REAL]J|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[L]Q+complete|[L/M]F|[M-REAL]D|[L]J+complete|[L/M]B
91,"instance_292",1,Yes,"13,00","4.022,00","3.809,00","15,00","0,68","0,62","19,00","0,65",[L]K+complete|[L/M]A|[L/M]C|[M-REAL]E|[L]F+complete|[L/M]L|[L/M]P|[L/M]G|[L]D+complete|[L]B+complete|[L/M]Q|[L/M]I|[L/M]M|[L/M]J|[M-REAL]R|[L/M]S|[M-REAL]K|[L/M]H|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]R+complete|[L]E+complete
92,"instance_275",1,Yes,"7,00","3.384,00","2.803,00","105,00","0,86","0,81","22,00","0,83",[L/M]A|[L/M]C|[L/M]E|[L]H+complete|[L/M]L|[L/M]G|[L/M]Q|[L/M]J|[L/M]K|[L]B+complete|[L/M]I|[L/M]R|[L/M]S|[L]M+complete|[L/M]Q|[L/M]P|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]M|[L/M]F|[L/M]D|[M-REAL]B
93,"instance_45",1,Yes,"13,00","3.780,00","3.492,00","15,00","0,68","0,62","19,00","0,65",[M-REAL]A|[L]O+complete|[L/M]C|[L/M]E|[L/M]Q|[L/M]L|[L]S+complete|[L/M]R|[M-REAL]G|[L]A+complete|[L/M]I|[L/M]J|[M-REAL]N|[L]B+complete|[L/M]M|[M-REAL]S|[L]H+complete|[L/M]Q|[L/M]K|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L/M]F|[L/M]D|[M-REAL]B|[L]G+complete
94,"instance_52",1,Yes,"14,00","2.858,00","2.608,00","15,00","0,60","0,60","20,00","0,67",[M-REAL]A|[L]AD+complete|[L/M]C|[M-REAL]T|[L]AA+complete|[L/M]AD|[L/M]V|[L/M]Z|[L/M]AC|[L/M]X|[L/M]W|[M-REAL]AE|[L/M]AF|[L/M]AD|[L]T+complete|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[L]B+complete|[L]AE+complete|[L]AF+complete|[L/M]U|[L]AE+complete|[L]A+complete|[L/M]D|[M-REAL]B
95,"instance_156",1,Yes,"7,00","2.943,00","2.249,00","15,00","0,86","0,81","22,00","0,83",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[M-REAL]Q|[L]H+complete|[L/M]R|[L]B+complete|[L/M]L|[L/M]P|[L/M]I|[L/M]J|[L/M]K|[L/M]M|[L/M]S|[L/M]Q|[L]Q+complete|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[L/M]F|[L/M]D|[M-REAL]B
96,"instance_486",1,Yes,"11,00","2.739,00","2.426,00","16,00","0,65","0,71","23,00","0,83",[L/M]A|[L]AB+complete|[L/M]C|[M-REAL]T|[L]AE+complete|[L/M]V|[L/M]Z|[L/M]AD|[L/M]Y|[L/M]AE|[L/M]W|[M-REAL]AB|[L/M]AA|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[L]AF+complete|[L/M]U|[L]AE+complete|[L]AD+complete|[L]AF+complete|[L]T+complete|[L/M]D|[L]AD+complete|[L/M]B
97,"instance_256",1,Yes,"17,00","2.929,00","2.745,00","15,00","0,53","0,47","17,00","0,50",[M-REAL]A|[M-REAL]C|[L]B+complete|[L]U+complete|[L/M]T|[L/M]AD|[L/M]V|[L/M]AE|[L]W+complete|[L]AE+complete|[L/M]Y|[L/M]AF|[L/M]AD|[L]AA+complete|[L/M]Z|[L]C+complete|[L]D+complete|[L]A+complete|[L/M]AC|[M-REAL]AA|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[M-REAL]U|[M-REAL]D|[M-REAL]B
98,"instance_493",1,Yes,"10,00","3.350,00","2.676,00","34,00","0,73","0,73","22,00","0,80",[L]R+complete|[L/M]A|[L]G+complete|[L/M]C|[L/M]E|[L]F+complete|[L/M]Q|[M-REAL]G|[L/M]K|[L/M]L|[L/M]J|[L/M]I|[L]Q+complete|[L/M]H|[L]M+complete|[L]S+complete|[L/M]P|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
99,"instance_446",1,Yes,"11,00","2.663,00","2.399,00","16,00","0,75","0,69","20,00","0,71",[L/M]A|[L/M]C|[L]AD+complete|[L/M]T|[L/M]V|[L/M]AD|[M-REAL]AE|[L]B+complete|[L/M]AF|[L/M]Y|[L/M]AD|[L/M]W|[L/M]AE|[L/M]AF|[M-REAL]AD|[L]AA+complete|[L/M]AE|[M-REAL]Z|[L/M]AC|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[L]AE+complete|[L/M]U|[L/M]D|[M-REAL]B|[L]Z+complete
100,"instance_227",1,Yes,"16,00","4.239,00","4.153,00","38,00","0,53","0,53","19,00","0,59",[L/M]A|[L]B+complete|[L]R+complete|[L/M]C|[L]J+complete|[L]H+complete|[L]M+complete|[L/M]E|[L]O+complete|[L/M]G|[L/M]K|[L]F+complete|[L/M]I|[L/M]L|[L]S+complete|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]J|[M-REAL]H|[M-REAL]N|[M-REAL]M|[M-REAL]F|[L]Q+complete|[L/M]D|[M-REAL]B
101,"instance_228",1,Yes,"17,00","3.234,00","3.068,00","15,00","0,53","0,47","17,00","0,50",[M-REAL]A|[L]U+complete|[L]AD+complete|[L]T+complete|[L/M]C|[M-REAL]T|[L]X+complete|[L/M]V|[M-REAL]AD|[L/M]AE|[L/M]AF|[L/M]Z|[M-REAL]X|[L]AA+complete|[L/M]W|[L/M]AD|[L]B+complete|[L]A+complete|[L/M]AB|[L]D+complete|[L/M]AE|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[M-REAL]B
102,"instance_452",1,Yes,"13,00","4.062,00","3.781,00","22,00","0,59","0,65","22,00","0,76",[L/M]A|[L]L+complete|[L]S+complete|[L/M]C|[M-REAL]E|[L/M]G|[M-REAL]L|[L/M]P|[L/M]Q|[L/M]J|[L/M]K|[L/M]I|[L/M]M|[L]Q+complete|[L/M]R|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[L]R+complete|[L]E+complete|[L]R+complete|[L]D+complete|[L/M]F|[M-REAL]D|[L]S+complete|[L]Q+complete|[L/M]B
103,"instance_4",1,Yes,"14,00","2.886,00","2.600,00","16,00","0,60","0,60","20,00","0,67",[M-REAL]A|[L]AA+complete|[L/M]C|[L/M]T|[L]U+complete|[L/M]Z|[L]AF+complete|[L]AE+complete|[L/M]AB|[M-REAL]V|[L]A+complete|[L/M]X|[L/M]W|[L]AE+complete|[L/M]AD|[M-REAL]AE|[L]V+complete|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]AD+complete|[L/M]D|[L/M]B
104,"instance_35",1,Yes,"13,00","3.663,00","3.397,00","16,00","0,68","0,62","19,00","0,65",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L/M]G|[L/M]J|[L]H+complete|[L/M]L|[L/M]Q|[L]M+complete|[L/M]I|[L/M]P|[L]C+complete|[L/M]R|[L/M]S|[L/M]K|[L]E+complete|[L]F+complete|[L/M]Q|[L/M]R|[M-REAL]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L]A+complete|[L/M]D|[L/M]B
105,"instance_29",1,Yes,"10,00","3.687,00","3.108,00","24,00","0,73","0,73","22,00","0,80",[L/M]A|[L]S+complete|[L]K+complete|[L/M]C|[L]F+complete|[L/M]E|[L/M]G|[L/M]I|[L/M]L|[L/M]Q|[L]M+complete|[L/M]R|[L/M]J|[L]R+complete|[L/M]O|[M-REAL]K|[L/M]H|[L]Q+complete|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
106,"instance_367",1,Yes,"11,00","2.733,00","2.489,00","16,00","0,75","0,69","20,00","0,71",[L/M]A|[L/M]C|[L/M]T|[L/M]V|[L/M]Z|[L/M]AD|[L/M]AE|[L]AE+complete|[L]W+complete|[L/M]AC|[L]U+complete|[L/M]AA|[M-REAL]AF|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L]AF+complete|[L/M]Y|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[M-REAL]U|[L]B+complete|[L/M]D|[M-REAL]B
107,"instance_484",1,Yes,"10,00","3.604,00","3.194,00","32,00","0,73","0,73","22,00","0,80",[L/M]A|[M-REAL]C|[L/M]E|[L]M+complete|[L/M]Q|[L/M]L|[L/M]G|[L/M]R|[L/M]O|[L/M]K|[L/M]I|[L/M]J|[L/M]H|[L]R+complete|[L]C+complete|[L]Q+complete|[L/M]S|[L]S+complete|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L]D+complete|[L/M]F|[M-REAL]D|[L/M]B
108,"instance_232",1,Yes,"13,00","4.296,00","4.033,00","31,00","0,59","0,65","22,00","0,76",[L]M+complete|[L/M]A|[L/M]C|[L]S+complete|[L/M]E|[L]D+complete|[L/M]G|[L]S+complete|[L/M]L|[L/M]J|[L]R+complete|[L/M]O|[L/M]K|[L]R+complete|[L/M]Q|[L]Q+complete|[L]H+complete|[L/M]I|[L]Q+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]M|[L/M]F|[M-REAL]D|[L/M]B
109,"instance_298",1,Yes,"18,00","3.638,00","3.445,00","15,00","0,41","0,44","17,00","0,47",[L]V+complete|[L]W+complete|[L]T+complete|[L/M]A|[M-REAL]C|[M-REAL]T|[L]D+complete|[L]AE+complete|[L/M]AD|[L]AB+complete|[L/M]AE|[M-REAL]V|[L/M]X|[L/M]Z|[M-REAL]AB|[L]C+complete|[L/M]AA|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L]AD+complete|[L]B+complete|[L/M]U|[M-REAL]D|[M-REAL]B|[L]AF+complete
110,"instance_171",1,Yes,"11,00","4.203,00","3.926,00","34,00","0,64","0,70","22,00","0,82",[L/M]A|[L/M]C|[L]R+complete|[L/M]E|[L/M]Q|[L/M]L|[L]S+complete|[L/M]R|[L/M]G|[L/M]K|[L/M]J|[L]M+complete|[L/M]I|[L/M]O|[L/M]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[L]Q+complete|[L]S+complete|[L/M]F|[L]B+complete|[L]Q+complete|[L/M]D|[M-REAL]B|[L]R+complete
111,"instance_71",1,Yes,"9,00","2.273,00","1.986,00","15,00","0,80","0,74","20,00","0,76",[L/M]A|[L/M]C|[L/M]T|[L/M]Z|[L/M]AD|[L]AF+complete|[L/M]AC|[L/M]AE|[L/M]V|[L/M]AA|[L]W+complete|[L/M]AF|[L]B+complete|[L/M]AD|[L/M]AE|[L/M]Y|[M-REAL]AF|[L/M]AD|[L]D+complete|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]W|[L/M]U|[M-REAL]D|[M-REAL]B
112,"instance_67",1,Yes,"14,00","3.651,00","3.405,00","16,00","0,58","0,59","19,00","0,65",[M-REAL]A|[M-REAL]C|[L]H+complete|[L]F+complete|[L/M]E|[L]S+complete|[L/M]G|[L/M]L|[L/M]K|[L]M+complete|[L/M]J|[L/M]I|[L/M]O|[L]R+complete|[L]A+complete|[L/M]Q|[L]Q+complete|[L/M]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[L]C+complete|[L/M]D|[L/M]B
113,"instance_186",1,Yes,"5,00","1.971,00","1.348,00","12,00","0,91","0,86","22,00","0,87",[L/M]A|[L/M]C|[L]Q+complete|[L/M]E|[L/M]G|[L/M]Q|[L/M]L|[L/M]J|[L/M]K|[L/M]O|[L/M]I|[L/M]R|[L/M]M|[L]F+complete|[L/M]S|[M-REAL]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[L/M]H|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
114,"instance_81",1,Yes,"12,00","2.445,00","2.170,00","15,00","0,65","0,66","20,00","0,72",[M-REAL]A|[L]B+complete|[L]AD+complete|[L/M]C|[L/M]T|[L]A+complete|[L/M]V|[L/M]AD|[L/M]X|[L/M]AE|[M-REAL]Z|[L/M]AC|[L/M]W|[L/M]AF|[L/M]AA|[L]U+complete|[L]Z+complete|[L]AE+complete|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L/M]D|[M-REAL]B|[L]AF+complete
115,"instance_92",1,Yes,"14,00","4.103,00","4.000,00","17,00","0,58","0,59","19,00","0,65",[L/M]A|[L/M]C|[L/M]E|[L]K+complete|[L/M]Q|[L/M]G|[M-REAL]L|[L]Q+complete|[L/M]P|[L/M]J|[L]D+complete|[L]H+complete|[L/M]I|[L]F+complete|[L/M]M|[L]S+complete|[L]L+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]K|[M-REAL]H|[M-REAL]F|[M-REAL]D|[L]R+complete|[L/M]B
116,"instance_134",1,Yes,"9,00","1.856,00","1.595,00","16,00","0,80","0,74","20,00","0,76",[M-REAL]A|[L]W+complete|[L/M]C|[L/M]T|[L/M]AD|[L/M]V|[L/M]Z|[L/M]AE|[L/M]X|[L/M]AF|[L]D+complete|[L/M]AD|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[L]U+complete|[L]A+complete|[L/M]AC|[L/M]AA|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[L/M]B
117,"instance_40",1,Yes,"9,00","2.235,00","1.898,00","3,00","0,80","0,74","20,00","0,76",[L/M]A|[L/M]C|[L/M]T|[L/M]AD|[L]AD+complete|[L/M]Z|[L/M]V|[L]B+complete|[L/M]AB|[L/M]Y|[L/M]AE|[L/M]W|[L]AD+complete|[L/M]AF|[M-REAL]AD|[L/M]AE|[L/M]AF|[M-REAL]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]AA|[L/M]U|[L/M]D|[M-REAL]B|[L]AA+complete
118,"instance_2",1,Yes,"14,00","3.981,00","3.734,00","31,00","0,58","0,59","19,00","0,65",[L/M]A|[L]P+complete|[L]B+complete|[L]E+complete|[L/M]C|[M-REAL]E|[L/M]L|[L]K+complete|[L]H+complete|[L]S+complete|[L/M]G|[L/M]I|[M-REAL]N|[L]R+complete|[L/M]M|[L/M]Q|[L/M]J|[L]Q+complete|[L/M]R|[M-REAL]K|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B
119,"instance_438",1,Yes,"11,00","3.337,00","2.945,00","31,00","0,74","0,68","19,00","0,70",[M-REAL]A|[L]D+complete|[L/M]C|[M-REAL]E|[L/M]Q|[L]A+complete|[L/M]L|[L/M]G|[L]Q+complete|[L/M]J|[L/M]K|[L/M]I|[L/M]R|[L/M]N|[L/M]M|[L/M]S|[L]F+complete|[L/M]H|[M-REAL]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[M-REAL]D|[L]E+complete|[L/M]B
120,"instance_459",1,Yes,"15,00","3.370,00","3.187,00","16,00","0,50","0,57","20,00","0,67",[L/M]A|[L]D+complete|[L/M]C|[L]AF+complete|[L/M]T|[L/M]V|[L/M]Z|[L]AA+complete|[L]B+complete|[L/M]AD|[L/M]AE|[L/M]AB|[L]AE+complete|[L]W+complete|[L/M]X|[M-REAL]AA|[M-REAL]W|[M-REAL]t30t20\n\n$invisible$|[L]AD+complete|[L]AF+complete|[L/M]U|[M-REAL]D|[M-REAL]B|[L]AE+complete|[L]AD+complete
121,"instance_330",1,Yes,"17,00","3.679,00","3.607,00","16,00","0,50","0,45","16,00","0,47",[M-REAL]A|[M-REAL]C|[L/M]E|[L]R+complete|[L]D+complete|[L/M]Q|[L]K+complete|[L/M]G|[L]C+complete|[L]M+complete|[L/M]I|[L/M]J|[L/M]L|[M-REAL]K|[L/M]H|[L]B+complete|[L]F+complete|[L/M]O|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]A+complete
122,"instance_359",1,Yes,"14,00","4.109,00","4.008,00","33,00","0,58","0,59","19,00","0,65",[L/M]A|[L]J+complete|[L/M]C|[L/M]E|[L/M]Q|[L]D+complete|[L/M]G|[L/M]K|[L]S+complete|[L/M]I|[L]M+complete|[L]B+complete|[L/M]L|[L/M]R|[M-REAL]J|[L]F+complete|[L/M]H|[L/M]P|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]R+complete|[L]Q+complete
123,"instance_430",1,Yes,"9,00","1.333,00","1.000,00","0,00","0,80","0,74","20,00","0,76",[M-REAL]A|[M-REAL]C|[L]AF+complete|[L]U+complete|[L/M]T|[L/M]Z|[L/M]V|[L/M]AD|[L/M]AE|[L/M]X|[L/M]AB|[M-REAL]AF|[L]A+complete|[L/M]AD|[L/M]AA|[L/M]W|[L/M]AE|[L/M]AF|[L/M]AD|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[L]C+complete|[L/M]D|[L/M]B
124,"instance_213",1,Yes,"11,00","3.227,00","2.836,00","16,00","0,74","0,68","19,00","0,70",[M-REAL]A|[M-REAL]C|[L]B+complete|[L]K+complete|[L/M]E|[L/M]L|[L/M]Q|[L/M]G|[L/M]R|[L/M]J|[L/M]S|[L/M]I|[L/M]P|[L]C+complete|[L/M]M|[L]F+complete|[L/M]Q|[M-REAL]K|[L/M]H|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L]A+complete|[L/M]D|[M-REAL]B
125,"instance_448",1,Yes,"14,00","3.621,00","3.382,00","15,00","0,58","0,59","19,00","0,65",[M-REAL]A|[M-REAL]C|[L]J+complete|[L/M]E|[L/M]Q|[L/M]L|[L/M]G|[L/M]K|[L]Q+complete|[L/M]R|[L]R+complete|[L/M]I|[M-REAL]J|[L]M+complete|[L/M]H|[L]B+complete|[L]A+complete|[L]C+complete|[L/M]N|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B|[L]S+complete
126,"instance_226",1,Yes,"17,00","3.697,00","3.624,00","32,00","0,50","0,45","16,00","0,47",[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L]H+complete|[L/M]J|[L/M]I|[L]G+complete|[L/M]L|[L/M]K|[L]F+complete|[L]B+complete|[L]M+complete|[L]E+complete|[L]R+complete|[L/M]O|[L/M]Q|[M-REAL]M|[M-REAL]H|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[M-REAL]B|[L]C+complete
127,"instance_412",1,Yes,"11,00","3.556,00","3.186,00","15,00","0,74","0,68","19,00","0,70",[M-REAL]A|[L]I+complete|[L]O+complete|[L/M]C|[L/M]E|[L/M]G|[L/M]J|[L/M]Q|[L/M]L|[M-REAL]I|[M-REAL]K|[L]A+complete|[L]D+complete|[L/M]H|[L/M]R|[M-REAL]N|[L/M]M|[L/M]S|[L/M]Q|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[M-REAL]D|[L]K+complete|[L/M]B
128,"instance_416",1,Yes,"11,00","4.135,00","3.706,00","32,00","0,64","0,70","22,00","0,82",[L]Q+complete|[L/M]A|[L]O+complete|[L/M]C|[L/M]E|[L/M]G|[L/M]Q|[L/M]L|[L/M]K|[L]S+complete|[L/M]I|[L/M]R|[M-REAL]J|[L/M]H|[M-REAL]N|[L/M]M|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L]Q+complete|[L]R+complete|[L]S+complete|[L]J+complete|[L]R+complete|[L/M]D|[L/M]B
129,"instance_257",1,Yes,"14,00","3.967,00","3.847,00","31,00","0,58","0,59","19,00","0,65",[M-REAL]A|[L]F+complete|[L/M]C|[L/M]E|[L]M+complete|[L/M]Q|[L/M]G|[L/M]L|[L/M]K|[L/M]R|[L]H+complete|[L/M]I|[L/M]O|[M-REAL]J|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]H|[M-REAL]F|[L/M]D|[L]Q+complete|[L/M]B|[L]S+complete|[L]R+complete|[L]J+complete|[L]A+complete
130,"instance_95",1,Yes,"14,00","3.985,00","3.844,00","31,00","0,58","0,59","19,00","0,65",[L/M]A|[M-REAL]C|[L]D+complete|[L/M]E|[M-REAL]G|[L]M+complete|[L/M]I|[L/M]J|[L/M]Q|[L/M]L|[L/M]K|[L]B+complete|[L]G+complete|[L/M]H|[L/M]P|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[L/M]F|[M-REAL]D|[M-REAL]B|[L]Q+complete|[L]R+complete|[L]S+complete|[L]C+complete
131,"instance_172",1,Yes,"9,00","3.330,00","2.938,00","32,00","0,79","0,74","19,00","0,75",[L/M]A|[L/M]C|[L/M]E|[L/M]G|[M-REAL]Q|[L]D+complete|[L/M]R|[L/M]K|[L/M]J|[L/M]L|[L]M+complete|[L]R+complete|[L/M]I|[L/M]S|[L/M]H|[L/M]N|[L/M]Q|[M-REAL]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[L]Q+complete|[L/M]F|[M-REAL]D|[L/M]B
132,"instance_73",1,Yes,"15,00","3.536,00","3.427,00","31,00","0,56","0,52","16,00","0,53",[M-REAL]A|[L]H+complete|[L/M]C|[L]Q+complete|[L]M+complete|[L]J+complete|[L/M]E|[L/M]G|[L]B+complete|[L/M]I|[L/M]K|[M-REAL]L|[L/M]N|[M-REAL]Q|[L/M]R|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]J|[M-REAL]H|[L]A+complete|[L/M]F|[L/M]D|[M-REAL]B|[L]L+complete
133,"instance_177",1,Yes,"12,00","3.290,00","2.830,00","15,00","0,63","0,65","19,00","0,71",[L]O+complete|[L/M]A|[M-REAL]C|[L]R+complete|[L/M]E|[L/M]Q|[L/M]L|[M-REAL]G|[L]Q+complete|[L]F+complete|[L]C+complete|[L/M]I|[L/M]J|[M-REAL]N|[L/M]M|[L/M]K|[L]S+complete|[L/M]H|[L]G+complete|[L/M]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[L/M]B
134,"instance_390",1,Yes,"9,00","3.504,00","3.186,00","16,00","0,79","0,74","19,00","0,75",[L/M]A|[L/M]C|[L/M]E|[L]F+complete|[L]B+complete|[L/M]L|[L/M]G|[L/M]Q|[L/M]J|[L]H+complete|[L/M]R|[L/M]S|[L]M+complete|[L/M]K|[L/M]N|[L/M]Q|[L/M]I|[L/M]R|[M-REAL]H|[M-REAL]M|[M-REAL]t17t5\n\n$invisible$|[M-REAL]F|[L/M]D|[M-REAL]B
135,"instance_271",1,Yes,"13,00","2.867,00","2.662,00","22,00","0,65","0,59","17,00","0,61",[L/M]A|[L]Z+complete|[L]T+complete|[L/M]C|[M-REAL]T|[L/M]AD|[M-REAL]Z|[L]D+complete|[L/M]AB|[M-REAL]V|[L/M]Y|[L/M]W|[L]V+complete|[L/M]AE|[L]U+complete|[L/M]AA|[L]AE+complete|[L/M]AF|[L/M]AD|[M-REAL]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[L/M]B
136,"instance_496",1,Yes,"15,00","3.558,00","3.386,00","16,00","0,56","0,52","16,00","0,53",[L]M+complete|[L/M]A|[M-REAL]C|[M-REAL]E|[M-REAL]G|[L/M]I|[L/M]J|[L]E+complete|[L]R+complete|[L]H+complete|[L/M]K|[L/M]Q|[L]N+complete|[L/M]L|[M-REAL]N|[M-REAL]R|[M-REAL]t17t5\n\n$invisible$|[M-REAL]M|[M-REAL]H|[L]G+complete|[L]C+complete|[L/M]F|[L/M]D|[L/M]B
137,"instance_161",1,Yes,"10,00","2.316,00","1.995,00","16,00","0,70","0,71","20,00","0,78",[L/M]A|[L]AE+complete|[L/M]C|[M-REAL]T|[L/M]V|[L]D+complete|[L/M]Z|[L]U+complete|[L/M]AD|[L/M]X|[L/M]AC|[L/M]W|[L/M]AE|[L/M]AF|[L]AF+complete|[L/M]AA|[L/M]AD|[L]AD+complete|[L/M]AE|[M-REAL]t30t20\n\n$invisible$|[M-REAL]U|[M-REAL]D|[L]T+complete|[L/M]B
138,"instance_255",1,Yes,"12,00","3.255,00","2.928,00","15,00","0,63","0,65","19,00","0,71",[M-REAL]A|[M-REAL]C|[L]R+complete|[L]Q+complete|[L/M]E|[L/M]G|[L/M]Q|[L/M]L|[L]B+complete|[L/M]R|[L/M]I|[L/M]J|[M-REAL]K|[L]S+complete|[L]C+complete|[L/M]H|[L]A+complete|[L/M]N|[L/M]M|[M-REAL]t17t5\n\n$invisible$|[L/M]F|[L/M]D|[M-REAL]B|[L]K+complete
139,"instance_148",1,Yes,"12,00","3.914,00","3.755,00","31,00","0,63","0,65","19,00","0,71",[L/M]A|[L/M]C|[L]N+complete|[L/M]E|[L/M]G|[L]M+complete|[L]H+complete|[L/M]K|[L/M]J|[L]R+complete|[L/M]I|[L]D+complete|[L/M]Q|[L/M]L|[L/M]R|[M-REAL]N|[M-REAL]M|[M-REAL]H|[M-REAL]t17t5\n\n$invisible$|[L]Q+complete|[L]S+complete|[L/M]F|[M-REAL]D|[L/M]B
